Landsat Scene Identifier,WRS Path,WRS Row,Target WRS Path,Target WRS Row,Nadir Off Nadir,Full or Partial Scene,Data Category,Bias Parameter File Name OLI,Bias Parameter File Name TIRS,Calibration Parameter File,RLUT File Name,Roll Angle,Station Identifier,Day/Night,Data Type Level 1,Sensor Identifier,Date Acquired,Start Time,Stop Time,Image Quality,Scene Cloud Cover,Sun Elevation,Sun Azimuth,Geometric RMSE Model X,Geometric RMSE Model Y,Ground Control Points Model,Ground Control Points Version,Browse Exists,Processing Software Version,Center Latitude,Center Longitude,NW Corner Lat,NW Corner Long,NE Corner Lat,NE Corner Long,SE Corner Lat,SE Corner Long,SW Corner Lat,SW Corner Long,Center Latitude dec,Center Longitude dec,NW Corner Lat dec,NW Corner Long dec,NE Corner Lat dec,NE Corner Long dec,SE Corner Lat dec,SE Corner Long dec,SW Corner Lat dec,SW Corner Long dec,Display ID,Ordering ID,Download Link
LC80060682014147LGN00, 006, 068, 006, 068,NADIR,FULL,NOMINAL,LO8BPF20140527143727_20140527151138.01,LT8BPF20140527143333_20140527151231.01,L8CPF20140401_20140630.01,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/05/27,2014:147:15:04:03.3677810,2014:147:15:04:35.1377770,9,32.75,47.17516867,40.01748619,6.265,4.705,-1,1,Y,LPGS_2.3.0,11°34'03.54"S,74°46'50.27"W,10°31'08.29"S,75°26'28.93"W,10°52'49.15"S,73°44'25.08"W,12°37'15.85"S,74°06'54.86"W,12°15'20.81"S,75°49'37.20"W,-11.56765,-74.78063,-10.51897,-75.44137,-10.88032,-73.7403,-12.62107,-74.11524,-12.25578,-75.827,LC80060682014147LGN00,LC80060682014147LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80060682014147LGN00
LC80060682014131LGN00, 006, 068, 006, 068,NADIR,FULL,NOMINAL,LO8BPF20140511144016_20140511151140.01,LT8BPF20140511143622_20140511151233.01,L8CPF20140401_20140630.01,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/05/11,2014:131:15:04:05.8799690,2014:131:15:04:37.6499650,9,54.35,49.75543368,43.33561352,6.748,5.165,-1,1,Y,LPGS_2.3.0,11°34'03.43"S,74°46'45.19"W,10°31'10.56"S,75°26'27.10"W,10°52'45.70"S,73°44'22.56"W,12°37'13.30"S,74°06'46.44"W,12°15'24.01"S,75°49'29.42"W,-11.56762,-74.77922,-10.5196,-75.44086,-10.87936,-73.7396,-12.62036,-74.1129,-12.25667,-75.82484,LC80060682014131LGN00,LC80060682014131LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80060682014131LGN00
LC80060682014115LGN00, 006, 068, 006, 068,NADIR,FULL,NOMINAL,LO8BPF20140425144031_20140425151155.01,LT8BPF20140425143637_20140425151248.01,L8CPF20140401_20140630.01,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/04/25,2014:115:15:04:20.7196750,2014:115:15:04:52.4896710,9,77.27,52.69350887,49.15263438,12.666,9.82,-1,1,Y,LPGS_2.3.0,11°34'03.68"S,74°46'22.30"W,10°31'10.81"S,75°26'04.67"W,10°52'46.31"S,73°43'59.02"W,12°37'13.58"S,74°06'22.90"W,12°15'23.90"S,75°49'07.07"W,-11.56769,-74.77286,-10.51967,-75.43463,-10.87953,-73.73306,-12.62044,-74.10636,-12.25664,-75.81863,LC80060682014115LGN00,LC80060682014115LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80060682014115LGN00
LC80060682014099LGN00, 006, 068, 006, 068,NADIR,FULL,NOMINAL,LO8BPF20140409143912_20140409151211.01,LT8BPF20140409143518_20140409151304.01,L8CPF20140401_20140630.01,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/04/09,2014:099:15:04:36.4122440,2014:099:15:05:08.1822400,9,69.06,55.39792037,57.62748203,6.214,7.401,-1,1,Y,LPGS_2.3.0,11°34'03.68"S,74°46'22.62"W,10°31'10.74"S,75°26'04.85"W,10°52'46.34"S,73°43'59.38"W,12°37'13.62"S,74°06'23.40"W,12°15'23.87"S,75°49'07.43"W,-11.56769,-74.77295,-10.51965,-75.43468,-10.87954,-73.73316,-12.62045,-74.1065,-12.25663,-75.81873,LC80060682014099LGN00,LC80060682014099LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80060682014099LGN00
LC80060682014083LGN00, 006, 068, 006, 068,NADIR,FULL,NOMINAL,LO8BPF20140324143814_20140324152400.01,LT8BPF20140324143420_20140324152453.01,L8CPF20140101_20140331.03,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/03/24,2014:083:15:04:50.2372670,2014:083:15:05:22.0072630,9,41.96,57.40638216,68.33792276,6.868,6.223,-1,1,Y,LPGS_2.3.0,11°34'04.22"S,74°46'07.79"W,10°31'11.24"S,75°25'49.84"W,10°52'47.03"S,73°43'44.47"W,12°37'14.23"S,74°06'08.71"W,12°15'24.30"S,75°48'52.70"W,-11.56784,-74.76883,-10.51979,-75.43051,-10.87973,-73.72902,-12.62062,-74.10242,-12.25675,-75.81464,LC80060682014083LGN00,LC80060682014083LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80060682014083LGN00
LC80060682014067LGN00, 006, 068, 006, 068,NADIR,FULL,NOMINAL,LO8BPF20140308144051_20140308152614.01,LT8BPF20140308143657_20140308152707.01,L8CPF20140101_20140331.03,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1GT,OLI_TIRS,2014/03/08,2014:067:15:05:04.2325410,2014:067:15:05:36.0025370,9,13.01,58.48570668,80.23158978,0,0,-1,-1,Y,LPGS_2.3.0,11°34'04.15"S,74°46'10.63"W,10°31'10.96"S,75°25'51.96"W,10°52'46.70"S,73°43'47.82"W,12°37'14.41"S,74°06'12.35"W,12°15'24.52"S,75°48'55.08"W,-11.56782,-74.76962,-10.51971,-75.4311,-10.87964,-73.72995,-12.62067,-74.10343,-12.25681,-75.8153,LC80060682014067LGN00,LC80060682014067LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80060682014067LGN00
LC80060682014051LGN00, 006, 068, 006, 068,NADIR,FULL,NOMINAL,LO8BPF20140220144041_20140220152804.01,LT8BPF20140220143647_20140220152857.01,L8CPF20140101_20140331.05,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1GT,OLI_TIRS,2014/02/20,2014:051:15:05:18.1220200,2014:051:15:05:49.8920160,9,60.04,58.80127117,91.91328791,0,0,-1,-1,Y,LPGS_2.4.0,11°34'02.89"S,74°46'30.25"W,10°31'09.52"S,75°26'10.07"W,10°52'44.98"S,73°44'08.38"W,12°37'13.37"S,74°06'33.37"W,12°15'23.72"S,75°49'13.69"W,-11.56747,-74.77507,-10.51931,-75.43613,-10.87916,-73.73566,-12.62038,-74.10927,-12.25659,-75.82047,LC80060682014051LGN00,LC80060682014051LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80060682014051LGN00
LC80060682014035LGN00, 006, 068, 006, 068,NADIR,FULL,NOMINAL,LO8BPF20140204144054_20140204152953.01,LT8BPF20140204143700_20140204153046.01,L8CPF20140101_20140331.05,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/02/04,2014:035:15:05:31.4676620,2014:035:15:06:03.2376580,9,54.33,58.79241739,102.19574273,6.177,6.051,-1,2,Y,LPGS_2.4.0,11°34'04.15"S,74°46'58.62"W,10°31'10.60"S,75°26'38.15"W,10°52'46.27"S,73°44'36.85"W,12°37'14.74"S,74°07'02.28"W,12°15'24.84"S,75°49'42.02"W,-11.56782,-74.78295,-10.51961,-75.44393,-10.87952,-73.74357,-12.62076,-74.1173,-12.2569,-75.82834,LC80060682014035LGN00,LC80060682014035LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80060682014035LGN00
LC80060682014019LGN00, 006, 068, 006, 068,NADIR,FULL,NOMINAL,LO8BPF20140119144102_20140119153001.01,LT8BPF20140119143708_20140119153054.03,L8CPF20140101_20140331.05,L8RLUT20130211_20431231v09.h5,0,LGN,DAY,L1T,OLI_TIRS,2014/01/19,2014:019:15:05:39.0967950,2014:019:15:06:10.8667910,9,65.28,59.00060124,110.35084976,7.03,8.773,-1,2,Y,LPGS_2.4.0,11°34'02.60"S,74°46'19.24"W,10°31'09.08"S,75°25'59.92"W,10°52'45.62"S,73°43'56.17"W,12°37'13.26"S,74°06'21.85"W,12°15'22.54"S,75°49'04.01"W,-11.56739,-74.77201,-10.51919,-75.43331,-10.87934,-73.73227,-12.62035,-74.10607,-12.25626,-75.81778,LC80060682014019LGN00,LC80060682014019LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80060682014019LGN00
LC80060682014003LGN00, 006, 068, 006, 068,NADIR,FULL,NOMINAL,LO8BPF20140103144115_20140103153014.01,LT8BPF20140103131910_20140103153107.01,L8CPF20140101_20140331.05,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/01/03,2014:003:15:05:52.4582150,2014:003:15:06:24.2282110,9,48.97,59.80854721,115.8739031,6.293,6.694,-1,2,Y,LPGS_2.4.0,11°34'03.04"S,74°47'22.81"W,10°31'09.59"S,75°27'04.72"W,10°52'47.10"S,73°44'58.13"W,12°37'13.51"S,74°07'23.99"W,12°15'21.85"S,75°50'08.99"W,-11.56751,-74.78967,-10.51933,-75.45131,-10.87975,-73.74948,-12.62042,-74.12333,-12.25607,-75.83583,LC80060682014003LGN00,LC80060682014003LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80060682014003LGN00
LC80060682013352LGN00, 006, 068, 006, 068,NADIR,FULL,NOMINAL,LO8BPF20131218144656_20131218153021.01,LT8BPF20131218144302_20131218153114.01,L8CPF20131001_20131231.05,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/12/18,2013:352:15:05:59.2365970,2013:352:15:06:31.0065930,9,68.54,61.34709985,118.23192914,6.044,6.34,-1,2,Y,LPGS_2.4.0,11°34'04.01"S,74°47'02.51"W,10°31'10.38"S,75°26'45.31"W,10°52'48.50"S,73°44'37.25"W,12°37'14.63"S,74°07'03.04"W,12°15'22.32"S,75°49'49.62"W,-11.56778,-74.78403,-10.51955,-75.44592,-10.88014,-73.74368,-12.62073,-74.11751,-12.2562,-75.83045,LC80060682013352LGN00,LC80060682013352LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80060682013352LGN00
LC80060682013336LGN00, 006, 068, 006, 068,NADIR,FULL,NOMINAL,LO8BPF20131202144442_20131202153030.01,LT8BPF20131202144048_20131202153123.01,L8CPF20131001_20131231.05,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1GT,OLI_TIRS,2013/12/02,2013:336:15:06:07.8997280,2013:336:15:06:39.6697240,9,78.85,63.39737469,116.67294963,0,0,-1,-1,Y,LPGS_2.4.0,11°34'03.47"S,74°47'25.26"W,10°31'09.70"S,75°27'07.60"W,10°52'48.14"S,73°44'59.82"W,12°37'14.09"S,74°07'26.11"W,12°15'21.49"S,75°50'12.48"W,-11.56763,-74.79035,-10.51936,-75.45211,-10.88004,-73.74995,-12.62058,-74.12392,-12.25597,-75.8368,LC80060682013336LGN00,LC80060682013336LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80060682013336LGN00
LC80060682013304LGN00, 006, 068, 006, 068,NADIR,FULL,NOMINAL,LO8BPF20131031144312_20131031152900.01,LT8BPF20131031143918_20131031152953.02,L8CPF20131001_20131231.05,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/10/31,2013:304:15:06:14.2529470,2013:304:15:06:46.0229430,9,73.27,66.40636098,99.42316473,6.478,6.233,-1,2,Y,LPGS_2.4.0,11°34'03.25"S,74°46'05.66"W,10°31'08.94"S,75°25'44.87"W,10°52'46.56"S,73°43'42.53"W,12°37'14.38"S,74°06'09.58"W,12°15'22.54"S,75°48'50.47"W,-11.56757,-74.76824,-10.51915,-75.42913,-10.8796,-73.72848,-12.62066,-74.10266,-12.25626,-75.81402,LC80060682013304LGN00,LC80060682013304LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80060682013304LGN00
LC80060682013272LGN00, 006, 068, 006, 068,NADIR,FULL,NOMINAL,LO8BPF20130929143946_20130929150846.01,LT8BPF20130929143552_20130929150939.01,L8CPF20130920_20130930.05,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/09/29,2013:272:15:06:22.9013190,2013:272:15:06:54.6713150,9,47.67,63.0660353,72.74248962,6.564,6.119,-1,2,Y,LPGS_2.4.0,11°34'03.32"S,74°46'12.22"W,10°31'08.98"S,75°25'51.53"W,10°52'47.06"S,73°43'48.83"W,12°37'14.56"S,74°06'16.24"W,12°15'22.28"S,75°48'57.38"W,-11.56759,-74.77006,-10.51916,-75.43098,-10.87974,-73.73023,-12.62071,-74.10451,-12.25619,-75.81594,LC80060682013272LGN00,LC80060682013272LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80060682013272LGN00
LC80060682013256LGN00, 006, 068, 006, 068,NADIR,FULL,NOMINAL,LO8BPF20130913144152_20130913151404.01,LT8BPF20130913143758_20130913151457.01,L8CPF20130701_20130919.05,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/09/13,2013:256:15:06:29.8187910,2013:256:15:07:01.5887870,9,45.64,59.16445389,62.31557062,6.075,5.571,-1,2,Y,LPGS_2.4.0,11°34'03.72"S,74°47'14.82"W,10°31'09.52"S,75°26'55.43"W,10°52'48.40"S,73°44'49.81"W,12°37'15.02"S,74°07'17.29"W,12°15'21.96"S,75°50'01.28"W,-11.5677,-74.78745,-10.51931,-75.44873,-10.88011,-73.74717,-12.62084,-74.12147,-12.2561,-75.83369,LC80060682013256LGN00,LC80060682013256LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80060682013256LGN00
LC80060682013240LGN00, 006, 068, 006, 068,NADIR,FULL,NOMINAL,LO8BPF20130828144021_20130828151408.01,LT8BPF20130828143627_20130828151501.01,L8CPF20130701_20130919.05,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1GT,OLI_TIRS,2013/08/28,2013:240:15:06:33.3986140,2013:240:15:07:05.1686100,9,79.2,54.83601706,54.46608205,0,0,-1,-1,Y,LPGS_2.4.0,11°34'04.33"S,74°47'41.50"W,10°31'10.16"S,75°27'23.47"W,10°52'49.87"S,73°45'15.19"W,12°37'15.49"S,74°07'42.56"W,12°15'21.60"S,75°50'29.36"W,-11.56787,-74.79486,-10.51949,-75.45652,-10.88052,-73.75422,-12.62097,-74.12849,-12.256,-75.84149,LC80060682013240LGN00,LC80060682013240LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80060682013240LGN00
LC80060682013224LGN00, 006, 068, 006, 068,NADIR,FULL,NOMINAL,LO8BPF20130812144728_20130812151405.01,LT8BPF20130812144334_20130812151458.01,L8CPF20130701_20130919.05,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/08/12,2013:224:15:06:30.8953950,2013:224:15:07:02.6653920,9,26.64,50.81805676,48.56312337,6.093,5.242,-1,2,Y,LPGS_2.4.0,11°34'03.94"S,74°46'48.97"W,10°31'09.77"S,75°26'30.62"W,10°52'49.55"S,73°44'22.63"W,12°37'15.17"S,74°06'50.22"W,12°15'21.20"S,75°49'36.80"W,-11.56776,-74.78027,-10.51938,-75.44184,-10.88043,-73.73962,-12.62088,-74.11395,-12.25589,-75.82689,LC80060682013224LGN00,LC80060682013224LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80060682013224LGN00
LC80060682013208LGN00, 006, 068, 006, 068,NADIR,FULL,NOMINAL,LO8BPF20130727144727_20130727150829.01,LT8BPF20130727144333_20130727150922.01,L8CPF20130701_20130919.05,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/07/27,2013:208:15:06:29.6124000,2013:208:15:07:01.3823960,9,29.21,47.6682677,44.07491513,6.928,6.148,-1,2,Y,LPGS_2.4.0,11°34'04.01"S,74°46'29.06"W,10°31'09.66"S,75°26'09.46"W,10°52'49.04"S,73°44'03.98"W,12°37'15.42"S,74°06'31.72"W,12°15'21.85"S,75°49'15.82"W,-11.56778,-74.77474,-10.51935,-75.43596,-10.88029,-73.73444,-12.62095,-74.10881,-12.25607,-75.82106,LC80060682013208LGN00,LC80060682013208LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80060682013208LGN00
LC80060682013192LGN00, 006, 068, 006, 068,NADIR,FULL,NOMINAL,LO8BPF20130711144727_20130711151404.01,LT8BPF20130711144333_20130711151457.01,L8CPF20130701_20130919.05,L8RLUT20130211_20431231v09.h5,0,LGN,DAY,L1T,OLI_TIRS,2013/07/11,2013:192:15:06:29.7954520,2013:192:15:07:01.5654480,9,16.84,45.73776969,40.81244484,6.443,4.542,-1,2,Y,LPGS_2.4.0,11°34'03.61"S,74°46'42.38"W,10°31'08.90"S,75°26'20.54"W,10°52'47.57"S,73°44'19.03"W,12°37'15.38"S,74°06'47.30"W,12°15'22.50"S,75°49'27.44"W,-11.56767,-74.77844,-10.51914,-75.43904,-10.87988,-73.73862,-12.62094,-74.11314,-12.25625,-75.82429,LC80060682013192LGN00,LC80060682013192LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80060682013192LGN00
LC80060682013176LGN00, 006, 068, 006, 068,NADIR,FULL,NOMINAL,LO8BPF20130625144727_20130625151359.01,LT8BPF20130625144334_20130625151451.02,L8CPF20130401_20130627.08,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/06/25,2013:176:15:06:27.7257690,2013:176:15:06:57.5217890,9,33.54,45.19511979,38.82353949,6.474,4.933,-1,2,Y,LPGS_2.4.0,11°34'04.26"S,74°46'15.49"W,10°34'43.93"S,75°26'40.16"W,10°56'22.49"S,73°44'38.83"W,12°33'41.62"S,74°05'34.98"W,12°11'49.13"S,75°48'12.02"W,-11.56785,-74.77097,-10.57887,-75.44449,-10.93958,-73.74412,-12.56156,-74.09305,-12.19698,-75.80334,LC80060682013176LGN00,LC80060682013176LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80060682013176LGN00
LC80060682013144LGN00, 006, 068, 006, 068,NADIR,FULL,NOMINAL,LO8BPF20130524143114_20130524151406.01,LT8BPF20130524142721_20130524151458.01,L8CPF20130401_20130627.08,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/05/24,2013:144:15:06:34.2948270,2013:144:15:07:04.0908470,9,40.75,47.94773782,39.81343632,6.59,4.857,-1,2,Y,LPGS_2.4.0,11°34'03.47"S,74°48'52.81"W,10°34'43.46"S,75°29'20.04"W,10°56'23.42"S,73°47'13.56"W,12°33'40.64"S,74°08'09.74"W,12°11'46.79"S,75°50'51.83"W,-11.56763,-74.81467,-10.57874,-75.4889,-10.93984,-73.7871,-12.56129,-74.13604,-12.19633,-75.84773,LC80060682013144LGN00,LC80060682013144LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80060682013144LGN00
