Landsat Scene Identifier,Sensor Mode,Station Identifier,Day/Night,WRS Path,WRS Row,Date Acquired,Start Time,Stop Time,Image Quality VCID 1,Image Quality VCID 2,Cloud Cover,Cloud Cover Quad Upper Left,Cloud Cover Quad Upper Right,Cloud Cover Quad Lower Left,Cloud Cover Quad Lower Right,Sun Elevation,Sun Azimuth,Scene Center Latitude,Scene Center Longitude,Corner Upper Left Latitude,Corner Upper Left Longitude,Corner Upper Right Latitude,Corner Upper Right Longitude,Corner Lower Left Latitude,Corner Lower Left Longitude,Corner Lower Right Latitude,Corner Lower Right Longitude,Full Aperture Calibration,Gain Band 1,Gain Band 2,Gain Band 3,Gain Band 4,Gain Band 5,Gain Band 6 VCID 1,Gain Band 6 VCID 2,Gain Band 7,Gain Band 8,Browse Exists,Data Category,Gap Phase Source,Gap Phase Statistic,Gain Change Band 1,Gain Change Band 2,Gain Change Band 3,Gain Change Band 4,Gain Change Band 5,Gain Change Band 6 VCID 1,Gain Change Band 6 VCID 2,Gain Change Band 7,Gain Change Band 8,Data Type Level 1,Elevation Source,Output Format,Ephemeris Type,Corner UL Latitude Product,Corner UL Longitude Product,Corner UR Latitude Product,Corner UR Longitude Product,Corner LL Latitude Product,Corner LL Longitude Product,Corner LR Latitude Product,Corner LR Longitude Product,Panchromatic Lines,Panchromatic Samples,Reflective Lines,Reflective Samples,Thermal Lines,Thermal Samples,Date Acquired Gap Fill,Gap Fill,Ground Control Points Model,Geometric RMSE Model,Geometric RMSE Model X,Geometric RMSE Model Y,Map Projection L1,Datum,Ellipsoid,UTM Zone,Vertical Longitude from Pole,True Scale Latitude,False Easting,False Northing,Grid Cell Size Panchromatic,Grid Cell Size Reflective,Grid Cell Size Thermal,Orientation,Resampling Option,Scan Gap Interpolation,Scene Center Latitude dec,Scene Center Longitude dec,Corner Upper Left Lat dec,Corner Upper Left Long dec,Corner Upper Right Lat dec,Corner Upper Right Long dec,Corner Lower Left Lat dec,Corner Lower Left Long dec,Corner Lower Right Lat dec,Corner Lower Right Long dec,Display ID,Ordering ID,Download Link
LE70060682009189ASN00,BUMPER,ASN,DAY, 006, 068,2009/07/08,2009:189:14:54:54.2396875,2009:189:14:55:20.9938125, 9, 9,  79.23,  80.04,  61.08,  87.58,  88.21,43.54852295,42.98564911,11°34'16.79"S,74°48'58.43"W,10°38'12.70"S,75°30'17.75"W,10°53'15.58"S,73°46'27.08"W,12°15'03.42"S,75°51'46.73"W,12°30'11.84"S,74°07'17.08"W,N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,15.634776,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE,-10.61810   (10°37'05.16"S), -75.91510  (75°54'54.36"W),-10.61684   (10°37'00.62"S), -73.72384  (73°43'25.82"W),-12.50617   (12°30'22.21"S), -75.92126   (75°55'16.54"W),-12.50468   (12°30'16.85"S), -73.71527   (73°42'54.97"W),13921,15981,6961,7991,6961,7991,,,10,7.137,2.054,6.835,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,-11.57133,-74.81623,-10.63686,-75.50493,-10.88766,-73.77419,-12.25095,-75.86298,-12.50329,-74.12141,LE70060682009189ASN00,LE70060682009189ASN00,http://earthexplorer.usgs.gov/download/options/5441/LE70060682009189ASN00
LE70060682009173ASN00,BUMPER,ASN,DAY, 006, 068,2009/06/22,2009:173:14:54:57.5136250,2009:173:14:55:24.2678124, 9, 9,  60.33,  64.23,  50.97,  51.57,  74.55,43.32927704,41.31034088,11°34'17.54"S,74°49'46.78"W,10°38'14.10"S,75°31'07.72"W,10°53'17.41"S,73°47'16.48"W,12°15'06.80"S,75°52'35.44"W,12°30'15.84"S,74°08'05.32"W,N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,-10.353376,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE,-10.62075   (10°37'14.70"S), -75.93431  (75°56'03.52"W),-10.61963   (10°37'10.67"S), -73.74303  (73°44'34.91"W),-12.50339   (12°30'12.20"S), -75.94057   (75°56'26.05"W),-12.50206   (12°30'07.42"S), -73.73460   (73°44'04.56"W),13881,15981,6941,7991,6941,7991,,,33,5.248,2.483,4.624,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,-11.57154,-74.82966,-10.63725,-75.51881,-10.88817,-73.78791,-12.25189,-75.87651,-12.5044,-74.13481,LE70060682009173ASN00,LE70060682009173ASN00,http://earthexplorer.usgs.gov/download/options/5441/LE70060682009173ASN00
LE70060682009157EDC00,BUMPER,EDC,DAY, 006, 068,2009/06/06,2009:157:14:54:59.3376874,2009:157:14:55:26.0918124, 9, 9,  30.45,  47.47,  23.04,  10.30,  40.99,44.37696838,41.26726532,11°34'17.72"S,74°50'16.37"W,10°38'13.85"S,75°31'37.45"W,10°53'17.48"S,73°47'43.87"W,12°15'06.16"S,75°53'07.33"W,12°30'15.59"S,74°08'34.94"W,N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,-15.774463,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE,-10.62072   (10°37'14.59"S), -75.94528  (75°56'43.01"W),-10.61966   (10°37'10.78"S), -73.75125  (73°45'04.50"W),-12.50335   (12°30'12.06"S), -75.95161   (75°57'05.80"W),-12.50210   (12°30'07.56"S), -73.74288   (73°44'34.37"W),13881,16001,6941,8001,6941,8001,,,118,4.849,2.795,3.963,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,-11.57159,-74.83788,-10.63718,-75.52707,-10.88819,-73.79552,-12.25171,-75.88537,-12.50433,-74.14304,LE70060682009157EDC00,LE70060682009157EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70060682009157EDC00
LE70060682009141ASN00,BUMPER,ASN,DAY, 006, 068,2009/05/21,2009:141:14:54:59.5291875,2009:141:14:55:26.2832499, 9, 9,  31.90,  30.31,  18.50,  28.45,  50.33,46.42490005,43.20602036,11°34'17.44"S,74°50'27.20"W,10°38'12.73"S,75°31'51.06"W,10°53'16.73"S,73°47'54.89"W,12°15'04.79"S,75°53'19.64"W,12°30'14.44"S,74°08'44.56"W,N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,1.017299,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE,-10.61803   (10°37'04.91"S), -75.93704  (75°56'13.34"W),-10.61693   (10°37'00.95"S), -73.74578  (73°44'44.81"W),-12.50880   (12°30'31.68"S), -75.94335   (75°56'36.06"W),-12.50750   (12°30'27.00"S), -73.73734   (73°44'14.42"W),13941,15981,6971,7991,6971,7991,,,62,5.215,2.551,4.548,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,-11.57151,-74.84089,-10.63687,-75.53085,-10.88798,-73.79858,-12.25133,-75.88879,-12.50401,-74.14571,LE70060682009141ASN00,LE70060682009141ASN00,http://earthexplorer.usgs.gov/download/options/5441/LE70060682009141ASN00
LE70060682009125COA00,BUMPER,COA,DAY, 006, 068,2009/05/05,2009:125:14:54:57.9776874,2009:125:14:55:24.7317500, 9, 9,  51.57,  57.20,  93.33,  10.08,  45.65,49.05333328,47.46334457,11°34'17.15"S,74°50'17.63"W,10°38'13.45"S,75°31'39.32"W,10°53'17.45"S,73°47'42.25"W,12°15'04.10"S,75°53'09.06"W,12°30'13.64"S,74°08'33.00"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,3.288382,HL,HL,HL,LL,HL,LL,HH,HL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE,-10.61803   (10°37'04.91"S), -75.93704  (75°56'13.34"W),-10.61693   (10°37'00.95"S), -73.74578  (73°44'44.81"W),-12.50880   (12°30'31.68"S), -75.94335   (75°56'36.06"W),-12.50750   (12°30'27.00"S), -73.73734   (73°44'14.42"W),13941,15981,6971,7991,6971,7991,,,107,5.738,3.039,4.867,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,-11.57143,-74.83823,-10.63707,-75.52759,-10.88818,-73.79507,-12.25114,-75.88585,-12.50379,-74.1425,LE70060682009125COA00,LE70060682009125COA00,http://earthexplorer.usgs.gov/download/options/5441/LE70060682009125COA00
LE70060682009109COA00,BUMPER,COA,DAY, 006, 068,2009/04/19,2009:109:14:54:54.7371875,2009:109:14:55:21.4911875, 9, 9,  61.91,  81.82,  59.22,  50.42,  56.20,51.74720764,54.22835541,11°34'16.82"S,74°49'49.40"W,10°38'06.54"S,75°31'10.13"W,10°53'10.50"S,73°47'14.46"W,12°14'56.51"S,75°52'38.06"W,12°30'06.12"S,74°08'03.34"W,N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,-1.19217,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE,-10.61803   (10°37'04.91"S), -75.93704  (75°56'13.34"W),-10.61692   (10°37'00.91"S), -73.74304  (73°44'34.94"W),-12.50067   (12°30'02.41"S), -75.94332   (75°56'35.95"W),-12.49935   (12°29'57.66"S), -73.73462   (73°44'04.63"W),13881,16001,6941,8001,6941,8001,,,22,14.532,9.223,11.23,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,-11.57134,-74.83039,-10.63515,-75.51948,-10.88625,-73.78735,-12.24903,-75.87724,-12.5017,-74.13426,LE70060682009109COA00,LE70060682009109COA00,http://earthexplorer.usgs.gov/download/options/5441/LE70060682009109COA00
LE70060682009093COA00,BUMPER,COA,DAY, 006, 068,2009/04/03,2009:093:14:54:50.0061874,2009:093:14:55:16.7601875, 9, 9,  56.15,  59.05,  48.58,  37.64,  79.32,53.9972229,63.33720398,11°34'17.72"S,74°49'06.02"W,10°38'14.68"S,75°30'27.76"W,10°53'18.85"S,73°46'34.82"W,12°15'06.52"S,75°51'59.29"W,12°30'15.77"S,74°07'27.26"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,10.801633,HL,HL,HL,LL,HL,LL,HH,HL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE,-10.61810   (10°37'05.16"S), -75.91510  (75°54'54.36"W),-10.61684   (10°37'00.62"S), -73.72384  (73°43'25.82"W),-12.50888   (12°30'31.97"S), -75.92127   (75°55'16.57"W),-12.50739   (12°30'26.60"S), -73.71525   (73°42'54.90"W),13941,15981,6971,7991,6971,7991,,,32,6.675,3.223,5.845,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,-11.57159,-74.81834,-10.63741,-75.50771,-10.88857,-73.77634,-12.25181,-75.86647,-12.50438,-74.12424,LE70060682009093COA00,LE70060682009093COA00,http://earthexplorer.usgs.gov/download/options/5441/LE70060682009093COA00
LE70060682009077EDC00,BUMPER,EDC,DAY, 006, 068,2009/03/18,2009:077:14:54:43.7917500,2009:077:14:55:10.5458124, 9, 9,  84.05, 100.00,  66.14,  88.05,  82.03,55.45145035,74.09296417,11°34'16.46"S,74°48'21.92"W,10°38'15.14"S,75°29'43.66"W,10°53'18.89"S,73°45'52.81"W,12°15'06.34"S,75°51'11.95"W,12°30'15.70"S,74°06'42.12"W,N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,16.193164,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE,-10.61813   (10°37'05.27"S), -75.90414  (75°54'14.90"W),-10.61679   (10°37'00.44"S), -73.71288  (73°42'46.37"W),-12.50892   (12°30'32.11"S), -75.91022   (75°54'36.79"W),-12.50734   (12°30'26.42"S), -73.70421   (73°42'15.16"W),13941,15981,6971,7991,6971,7991,,,14,13.47,13.323,1.987,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,-11.57124,-74.80609,-10.63754,-75.49546,-10.88858,-73.76467,-12.25176,-75.85332,-12.50436,-74.1117,LE70060682009077EDC00,LE70060682009077EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70060682009077EDC00
LE70060682009061COA00,BUMPER,COA,DAY, 006, 068,2009/03/02,2009:061:14:54:36.0933750,2009:061:14:55:02.8473749, 9, 9,  86.77,  87.44,  82.02,  90.20,  87.43,56.07191849,85.33409119,11°34'15.60"S,74°47'32.50"W,10°38'05.96"S,75°28'50.23"W,10°53'10.25"S,73°44'59.64"W,12°14'58.13"S,75°50'19.54"W,12°30'08.10"S,74°05'50.06"W,N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,1.893119,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1G,,GEOTIFF,DEFINITIVE,-10.61546   (10°36'55.66"S), -75.88767  (75°53'15.61"W),-10.61402   (10°36'50.47"S), -73.69918  (73°41'57.05"W),-12.50626   (12°30'22.54"S), -75.89365   (75°53'37.14"W),-12.50456   (12°30'16.42"S), -73.69042   (73°41'25.51"W),13941,15961,6971,7981,6971,7981,,,,,,,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,-11.571,-74.79236,-10.63499,-75.48062,-10.88618,-73.7499,-12.24948,-75.83876,-12.50225,-74.09724,LE70060682009061COA00,LE70060682009061COA00,http://earthexplorer.usgs.gov/download/options/5441/LE70060682009061COA00
LE70060682009045COA00,BUMPER,COA,DAY, 006, 068,2009/02/14,2009:045:14:54:27.0704374,2009:045:14:54:53.8244374, 9, 9,  94.08,  98.48,  96.15,  90.79,  90.88,56.15421677,95.85160828,11°34'16.39"S,74°46'41.92"W,10°38'17.12"S,75°28'03.90"W,10°53'22.09"S,73°44'11.29"W,12°15'09.43"S,75°49'33.02"W,12°30'20.02"S,74°05'01.54"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,12.4887,HL,HL,HL,LL,HL,LL,HH,HL,LL,ETM+  L1G,,GEOTIFF,DEFINITIVE,-10.62090   (10°37'15.24"S), -75.88495  (75°53'05.82"W),-10.61943   (10°37'09.95"S), -73.69367  (73°41'37.21"W),-12.50356   (12°30'12.82"S), -75.89088   (75°53'27.17"W),-12.50182   (12°30'06.55"S), -73.68492   (73°41'05.71"W),13881,15981,6941,7991,6941,7991,,,,,,,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,-11.57122,-74.77831,-10.63809,-75.46775,-10.88947,-73.73647,-12.25262,-75.82584,-12.50556,-74.08376,LE70060682009045COA00,LE70060682009045COA00,http://earthexplorer.usgs.gov/download/options/5441/LE70060682009045COA00
LE70060682009029COA00,BUMPER,COA,DAY, 006, 068,2009/01/29,2009:029:14:54:18.9538124,2009:029:14:54:45.7078750, 9, 9,  96.48,  99.07,  88.97,  98.91,  98.96,56.18262863,104.75019836,11°34'15.89"S,74°46'26.29"W,10°38'17.05"S,75°27'48.74"W,10°53'22.92"S,73°43'53.90"W,12°15'08.28"S,75°49'18.08"W,12°30'19.48"S,74°04'44.33"W,N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,15.343745,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1G,,GEOTIFF,DEFINITIVE,-10.62090   (10°37'15.24"S), -75.88220  (75°52'55.92"W),-10.61940   (10°37'09.84"S), -73.68819  (73°41'17.48"W),-12.50357   (12°30'12.85"S), -75.88812   (75°53'17.23"W),-12.50179   (12°30'06.44"S), -73.67940   (73°40'45.84"W),13881,16001,6941,8001,6941,8001,,,,,,,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,-11.57108,-74.77397,-10.63807,-75.46354,-10.8897,-73.73164,-12.2523,-75.82169,-12.50541,-74.07898,LE70060682009029COA00,LE70060682009029COA00,http://earthexplorer.usgs.gov/download/options/5441/LE70060682009029COA00
LE70060682009013COA00,BUMPER,COA,DAY, 006, 068,2009/01/13,2009:013:14:54:14.4361249,2009:013:14:54:41.1901249, 8, 9,  99.35,  99.06,  99.36,  99.00,  99.98,56.61247635,111.44765472,11°34'15.71"S,74°47'25.33"W,10°38'08.95"S,75°28'44.94"W,10°53'15.29"S,73°44'48.55"W,12°14'58.85"S,75°50'16.22"W,12°30'10.62"S,74°05'40.92"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,16.028782,HL,HL,HL,LL,HL,LL,HH,HL,LL,ETM+  L1G,,GEOTIFF,DEFINITIVE,-10.61815   (10°37'05.34"S), -75.89591  (75°53'45.28"W),-10.61676   (10°37'00.34"S), -73.70465  (73°42'16.74"W),-12.50081   (12°30'02.92"S), -75.90191   (75°54'06.88"W),-12.49916   (12°29'56.98"S), -73.69597   (73°41'45.49"W),13881,15981,6941,7991,6941,7991,,,,,,,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,-11.57103,-74.79037,-10.63582,-75.47915,-10.88758,-73.74682,-12.24968,-75.83784,-12.50295,-74.0947,LE70060682009013COA00,LE70060682009013COA00,http://earthexplorer.usgs.gov/download/options/5441/LE70060682009013COA00
LE70060682008363EDC00,N/A,EDC,DAY, 006, 068,2008/12/28,2008:363:14:54:09.1716250,2008:363:14:54:35.9255625, 9, 9,  62.43,  67.59,  98.08,  11.95,  72.11,57.5790749,115.4315643,11°32'54.96"S,74°55'53.76"W,10°36'48.60"S,75°37'13.80"W,10°52'00.12"S,73°53'18.96"W,12°13'38.28"S,75°58'49.44"W,12°28'55.56"S,74°14'15.72"W,N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,5.119237,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE,-10.61811   (10°37'05.20"S), -75.90962  (75°54'34.63"W),-10.61682   (10°37'00.55"S), -73.71836  (73°43'06.10"W),-12.50347   (12°30'12.49"S), -75.91572   (75°54'56.59"W),-12.50194   (12°30'06.98"S), -73.70976   (73°42'35.14"W),13901,15981,6951,7991,6951,7991,,,51,9.395,8.002,4.922,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,-11.5486,-74.9316,-10.6135,-75.6205,-10.8667,-73.8886,-12.2273,-75.9804,-12.4821,-74.2377,LE70060682008363EDC00,LE70060682008363EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70060682008363EDC00
LE70060682008331EDC00,N/A,EDC,DAY, 006, 068,2008/11/26,2008:331:14:53:50.7970625,2008:331:14:54:17.5511875, 9, 9,  70.74,  85.41,  99.90,  31.98,  65.69,61.249939,113.0540466,11°31'40.08"S,74°56'27.60"W,10°35'32.64"S,75°37'44.76"W,10°50'41.64"S,73°53'54.96"W,12°12'25.20"S,75°59'20.04"W,12°27'39.96"S,74°14'51.36"W,N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,-15.783313,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE,-10.61538   (10°36'55.37"S), -75.91510  (75°54'54.36"W),-10.61413   (10°36'50.87"S), -73.72386  (73°43'25.90"W),-12.50617   (12°30'22.21"S), -75.92126   (75°55'16.54"W),-12.50468   (12°30'16.85"S), -73.71527   (73°42'54.97"W),13941,15981,6971,7991,6971,7991,,,16,7.823,5.793,5.257,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,-11.5278,-74.941,-10.5924,-75.6291,-10.8449,-73.8986,-12.207,-75.9889,-12.4611,-74.2476,LE70060682008331EDC00,LE70060682008331EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70060682008331EDC00
LE70060682008315ASN00,N/A,ASN,DAY, 006, 068,2008/11/10,2008:315:14:53:38.5011249,2008:315:14:54:05.2553125, 9, 9,  61.87,  83.52,  62.13,  34.01,  67.83,62.7751465,105.6329803,11°31'20.28"S,74°56'13.56"W,10°35'18.24"S,75°37'31.80"W,10°50'26.16"S,73°53'42.36"W,12°12'10.08"S,75°59'05.28"W,12°27'23.40"S,74°14'37.32"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,-4.893873,HL,HL,HL,LL,HL,LL,HH,HL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE,-10.62079   (10°37'14.84"S), -75.92334  (75°55'24.02"W),-10.61959   (10°37'10.52"S), -73.73480  (73°44'05.28"W),-12.50343   (12°30'12.35"S), -75.92953   (75°55'46.31"W),-12.50202   (12°30'07.27"S), -73.72632   (73°43'34.75"W),13881,15961,6941,7981,6941,7981,,,26,9.952,7.534,6.502,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,-11.5223,-74.9371,-10.5884,-75.6255,-10.8406,-73.8951,-12.2028,-75.9848,-12.4565,-74.2437,LE70060682008315ASN00,LE70060682008315ASN00,http://earthexplorer.usgs.gov/download/options/5441/LE70060682008315ASN00
LE70060682008299ASN00,N/A,ASN,DAY, 006, 068,2008/10/25,2008:299:14:53:23.8998125,2008:299:14:53:50.6538125, 9, 9,  92.41,  97.59,  94.93,  82.23,  94.89,63.0482903,94.6746063,11°31'12.00"S,74°55'41.16"W,10°34'59.16"S,75°36'57.96"W,10°50'05.64"S,73°53'07.08"W,12°11'52.44"S,75°58'28.56"W,12°27'04.68"S,74°13'59.16"W,N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,-4.326657,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1G,,GEOTIFF,DEFINITIVE,-10.61269   (10°36'45.68"S), -75.90686  (75°54'24.70"W),-10.61139   (10°36'41.00"S), -73.71838  (73°43'06.17"W),-12.50620   (12°30'22.32"S), -75.91297   (75°54'46.69"W),-12.50465   (12°30'16.74"S), -73.70975   (73°42'35.10"W),13961,15961,6981,7981,6981,7981,,,,,,,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,-11.52,-74.9281,-10.5831,-75.6161,-10.8349,-73.8853,-12.1979,-75.9746,-12.4513,-74.2331,LE70060682008299ASN00,LE70060682008299ASN00,http://earthexplorer.usgs.gov/download/options/5441/LE70060682008299ASN00
LE70060682008283ASN00,N/A,ASN,DAY, 006, 068,2008/10/09,2008:283:14:53:07.6395000,2008:283:14:53:34.3935624, 9, 9,  63.60,  65.07,  28.32,  80.97,  80.03,61.5666618,82.4378204,11°31'19.56"S,74°54'52.92"W,10°35'07.44"S,75°36'10.80"W,10°50'12.84"S,73°52'21.00"W,12°11'58.20"S,75°57'42.12"W,12°27'08.64"S,74°13'13.44"W,N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,2.380024,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE,-10.61543   (10°36'55.55"S), -75.89864  (75°53'55.10"W),-10.61406   (10°36'50.62"S), -73.70740  (73°42'26.64"W),-12.50351   (12°30'12.64"S), -75.90468   (75°54'16.85"W),-12.50189   (12°30'06.80"S), -73.69872   (73°41'55.39"W),13921,15981,6961,7991,6961,7991,,,34,6.514,4.516,4.694,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,-11.5221,-74.9147,-10.5854,-75.603,-10.8369,-73.8725,-12.1995,-75.9617,-12.4524,-74.2204,LE70060682008283ASN00,LE70060682008283ASN00,http://earthexplorer.usgs.gov/download/options/5441/LE70060682008283ASN00
LE70060682008267COA00,BUMPER,COA,DAY, 006, 068,2008/09/23,2008:267:14:53:22.5424374,2008:267:14:53:49.2965000, 9, 9,  17.11,  23.68,  16.55,   5.62,  22.57,58.68543625,71.1125412,11°34'19.92"S,74°48'49.57"W,10°38'21.44"S,75°30'12.42"W,10°53'22.42"S,73°46'18.30"W,12°15'12.31"S,75°51'38.77"W,12°30'18.76"S,74°07'05.81"W,N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,9.886588,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE,-10.62083   (10°37'14.99"S), -75.90963  (75°54'34.67"W),-10.61954   (10°37'10.34"S), -73.72109  (73°43'15.92"W),-12.50890   (12°30'32.04"S), -75.91574   (75°54'56.66"W),-12.50738   (12°30'26.57"S), -73.71249   (73°42'44.96"W),13921,15961,6961,7981,6961,7981,,,106,5.093,3.512,3.689,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,-11.5722,-74.81377,-10.63929,-75.50345,-10.88956,-73.77175,-12.25342,-75.86077,-12.50521,-74.11828,LE70060682008267COA00,LE70060682008267COA00,http://earthexplorer.usgs.gov/download/options/5441/LE70060682008267COA00
LE70060682008251COA00,BUMPER,COA,DAY, 006, 068,2008/09/07,2008:251:14:53:31.5655624,2008:251:14:53:58.3195624, 9, 9,  71.44,  75.69,  86.05,  33.66,  90.34,54.77576065,62.08269501,11°34'20.60"S,74°48'15.91"W,10°38'09.60"S,75°29'38.72"W,10°53'10.90"S,73°45'42.37"W,12°15'01.40"S,75°51'04.54"W,12°30'08.14"S,74°06'29.34"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,8.917685,HL,HL,HL,LL,HL,LL,HH,HL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE,-10.61811   (10°37'05.20"S), -75.90962  (75°54'34.63"W),-10.61682   (10°37'00.55"S), -73.71836  (73°43'06.10"W),-12.50076   (12°30'02.74"S), -75.91572   (75°54'56.59"W),-12.49923   (12°29'57.23"S), -73.70977   (73°42'35.17"W),13881,15981,6941,7991,6941,7991,,,46,5.215,3.096,4.197,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,-11.57239,-74.80442,-10.636,-75.49409,-10.88636,-73.76177,-12.25039,-75.85126,-12.50226,-74.10815,LE70060682008251COA00,LE70060682008251COA00,http://earthexplorer.usgs.gov/download/options/5441/LE70060682008251COA00
LE70060682008235ASN00,N/A,ASN,DAY, 006, 068,2008/08/22,2008:235:14:53:39.3521875,2008:235:14:54:06.1062499, 9, 9,  90.47,  92.35,  98.02,  74.66,  96.86,50.6466064,55.2037659,11°32'57.12"S,74°53'57.12"W,10°36'56.52"S,75°35'24.00"W,10°51'53.28"S,73°51'26.64"W,12°13'49.44"S,75°56'46.32"W,12°28'51.60"S,74°12'10.08"W,N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,6.764614,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1G,,GEOTIFF,DEFINITIVE,-10.62085   (10°37'15.06"S), -75.90140  (75°54'05.04"W),-10.61949   (10°37'10.16"S), -73.71012  (73°42'36.43"W),-12.50350   (12°30'12.60"S), -75.90744   (75°54'26.78"W),-12.50190   (12°30'06.84"S), -73.70148   (73°42'05.33"W),13881,15981,6941,7991,6941,7991,,,,,,,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,-11.5492,-74.8992,-10.6157,-75.59,-10.8648,-73.8574,-12.2304,-75.9462,-12.481,-74.2028,LE70060682008235ASN00,LE70060682008235ASN00,http://earthexplorer.usgs.gov/download/options/5441/LE70060682008235ASN00
