Landsat Scene Identifier,Sensor Mode,Station Identifier,Day/Night,WRS Path,WRS Row,Date Acquired,Start Time,Stop Time,Image Quality VCID 1,Image Quality VCID 2,Cloud Cover,Cloud Cover Quad Upper Left,Cloud Cover Quad Upper Right,Cloud Cover Quad Lower Left,Cloud Cover Quad Lower Right,Sun Elevation,Sun Azimuth,Scene Center Latitude,Scene Center Longitude,Corner Upper Left Latitude,Corner Upper Left Longitude,Corner Upper Right Latitude,Corner Upper Right Longitude,Corner Lower Left Latitude,Corner Lower Left Longitude,Corner Lower Right Latitude,Corner Lower Right Longitude,Full Aperture Calibration,Gain Band 1,Gain Band 2,Gain Band 3,Gain Band 4,Gain Band 5,Gain Band 6 VCID 1,Gain Band 6 VCID 2,Gain Band 7,Gain Band 8,Browse Exists,Data Category,Gap Phase Source,Gap Phase Statistic,Gain Change Band 1,Gain Change Band 2,Gain Change Band 3,Gain Change Band 4,Gain Change Band 5,Gain Change Band 6 VCID 1,Gain Change Band 6 VCID 2,Gain Change Band 7,Gain Change Band 8,Data Type Level 1,Elevation Source,Output Format,Ephemeris Type,Corner UL Latitude Product,Corner UL Longitude Product,Corner UR Latitude Product,Corner UR Longitude Product,Corner LL Latitude Product,Corner LL Longitude Product,Corner LR Latitude Product,Corner LR Longitude Product,Panchromatic Lines,Panchromatic Samples,Reflective Lines,Reflective Samples,Thermal Lines,Thermal Samples,Date Acquired Gap Fill,Gap Fill,Ground Control Points Model,Geometric RMSE Model,Geometric RMSE Model X,Geometric RMSE Model Y,Map Projection L1,Datum,Ellipsoid,UTM Zone,Vertical Longitude from Pole,True Scale Latitude,False Easting,False Northing,Grid Cell Size Panchromatic,Grid Cell Size Reflective,Grid Cell Size Thermal,Orientation,Resampling Option,Scan Gap Interpolation,Scene Center Latitude dec,Scene Center Longitude dec,Corner Upper Left Lat dec,Corner Upper Left Long dec,Corner Upper Right Lat dec,Corner Upper Right Long dec,Corner Lower Left Lat dec,Corner Lower Left Long dec,Corner Lower Right Lat dec,Corner Lower Right Long dec,Display ID,Ordering ID,Download Link
LE70050682007161ASN00,N/A,ASN,DAY,5,68,6/10/2007,2007:161:14:48:37.9999374,2007:161:14:49:04.7541249,9,9,21.42,32.14,2.22,30.31,20.98,43.9696579,41.1859894,"11°36'05.76""S","73°20'18.24""W","10°40'10.56""S","74°01'45.12""W","10°55'10.20""S","72°17'51.36""W","12°17'04.20""S","74°23'08.88""W","12°32'09.60""S","72°38'36.24""W",N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,2.778941,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE,"-10.62420   (10°37'27.12""S)"," -74.35730  (74°21'26.28""W)","-10.61206   (10°36'43.42""S)"," -72.16430  (72°09'51.48""W)","-12.51510   (12°30'54.36""S)"," -74.35297   (74°21'10.69""W)","-12.50074   (12°30'02.66""S)"," -72.14522   (72°08'42.79""W)",13941,16001,6971,8001,6971,8001,,,112,6.502,2.004,6.185,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,-11.6016,-73.3384,-10.6696,-74.0292,-10.9195,-72.2976,-12.2845,-74.3858,-12.536,-72.6434,LE70050682007161ASN00,LE70050682007161ASN00,http://earthexplorer.usgs.gov/download/options/5441/LE70050682007161ASN00
LE70050682007145ASN00,N/A,ASN,DAY,5,68,5/25/2007,2007:145:14:48:39.4221875,2007:145:14:49:06.1763749,9,9,63.49,35.06,63.36,70.61,84.92,45.8330574,42.6476784,"11°36'30.24""S","73°20'02.04""W","10°40'28.20""S","74°01'24.60""W","10°55'29.64""S","72°17'29.04""W","12°17'19.32""S","74°22'51.60""W","12°32'26.16""S","72°38'17.16""W",N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,13.398551,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE,"-10.62148   (10°37'17.33""S)"," -74.35456  (74°21'16.42""W)","-10.60930   (10°36'33.48""S)"," -72.15884  (72°09'31.82""W)","-12.51239   (12°30'44.60""S)"," -74.35021   (74°21'00.76""W)","-12.49797   (12°29'52.69""S)"," -72.13974   (72°08'23.06""W)",13941,16021,6971,8011,6971,8011,,,24,7.856,5.572,5.538,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,-11.6084,-73.3339,-10.6745,-74.0235,-10.9249,-72.2914,-12.2887,-74.381,-12.5406,-72.6381,LE70050682007145ASN00,LE70050682007145ASN00,http://earthexplorer.usgs.gov/download/options/5441/LE70050682007145ASN00
LE70050682007097COA00,BUMPER,COA,DAY,5,68,4/7/2007,2007:097:14:48:53.7664374,2007:097:14:49:20.5204374,9,9,80.45,77.52,89.84,67.58,86.86,53.60896683,61.14143372,"11°34'18.34""S","73°16'44.65""W","10°38'16.15""S","73°58'07.03""W","10°53'19.10""S","72°14'12.44""W","12°15'06.95""S","74°19'36.52""W","12°30'15.34""S","72°35'02.87""W",N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,9.11986,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE,"-10.62153   (10°37'17.51""S)"," -74.37924  (74°22'45.26""W)","-10.60954   (10°36'34.34""S)"," -72.18624  (72°11'10.46""W)","-12.51787   (12°31'04.33""S)"," -74.37505   (74°22'30.18""W)","-12.50368   (12°30'13.25""S)"," -72.16726   (72°10'02.14""W)",13981,16001,6991,8001,6991,8001,,,10,3.445,2.329,2.539,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,-11.57176,-73.27907,-10.63782,-73.96862,-10.88864,-72.23679,-12.25193,-74.32681,-12.50426,-72.58413,LE70050682007097COA00,LE70050682007097COA00,http://earthexplorer.usgs.gov/download/options/5441/LE70050682007097COA00
LE70050682006286ASN00,N/A,ASN,DAY,5,68,10/13/2006,2006:286:14:47:48.7923125,2006:286:14:48:16.0498124,9,9,63.48,90.08,57.87,87.53,18.45,62.2539902,84.967865,"11°32'01.32""S","73°21'18.72""W","10°35'08.88""S","74°02'27.96""W","10°50'14.64""S","72°18'35.64""W","12°13'48.36""S","74°24'22.32""W","12°28'59.52""S","72°39'50.76""W",N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,-3.603305,HL,HL,HL,LL,HL,LL,HH,HL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE,"-10.61064   (10°36'38.30""S)"," -74.36007  (74°21'36.25""W)","-10.59880   (10°35'55.68""S)"," -72.19729  (72°11'50.24""W)","-12.52596   (12°31'33.46""S)"," -74.35570   (74°21'20.52""W)","-12.51193   (12°30'42.95""S)"," -72.17820   (72°10'41.52""W)",14121,15781,7061,7891,7061,7891,,,28,9.41,8.766,3.422,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,-11.5337,-73.3552,-10.5858,-74.0411,-10.8374,-72.3099,-12.2301,-74.4062,-12.4832,-72.6641,LE70050682006286ASN00,LE70050682006286ASN00,http://earthexplorer.usgs.gov/download/options/5441/LE70050682006286ASN00
LE70050682006270EDC00,N/A,EDC,DAY,5,68,9/27/2006,2006:270:14:47:48.7361249,2006:270:14:48:15.9916874,9,9,8.29,4.94,0.22,23.46,4.52,59.5221405,73.3767395,"11°32'19.32""S","73°21'30.24""W","10°35'18.96""S","74°02'39.84""W","10°50'18.96""S","72°18'48.60""W","12°14'00.60""S","74°24'29.88""W","12°29'06.00""S","72°39'59.04""W",N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,-2.105177,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE,"-10.61065   (10°36'38.34""S)"," -74.36555  (74°21'55.98""W)","-10.59888   (10°35'55.97""S)"," -72.20551  (72°12'19.84""W)","-12.52598   (12°31'33.53""S)"," -74.36123   (74°21'40.43""W)","-12.51202   (12°30'43.27""S)"," -72.18647   (72°11'11.29""W)",14121,15761,7061,7881,7061,7881,,,143,5.655,3.013,4.786,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,-11.5387,-73.3584,-10.5886,-74.0444,-10.8386,-72.3135,-12.2335,-74.4083,-12.485,-72.6664,LE70050682006270EDC00,LE70050682006270EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70050682006270EDC00
LE70050682006254EDC00,N/A,EDC,DAY,5,68,9/11/2006,2006:254:14:47:55.5292500,2006:254:14:48:22.7827500,9,9,64.79,76.94,15.55,87.96,78.73,55.7322693,63.8424644,"11°32'42.36""S","73°21'08.64""W","10°35'42.00""S","74°02'21.12""W","10°50'41.64""S","72°18'27.00""W","12°14'23.28""S","74°24'08.64""W","12°29'28.68""S","72°39'34.92""W",N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,0.818214,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE,"-10.61064   (10°36'38.30""S)"," -74.36281  (74°21'46.12""W)","-10.59883   (10°35'55.79""S)"," -72.20003  (72°12'00.11""W)","-12.52597   (12°31'33.49""S)"," -74.35846   (74°21'30.46""W)","-12.51196   (12°30'43.06""S)"," -72.18096   (72°10'51.46""W)",14121,15781,7061,7891,7061,7891,,,19,7.134,5.986,3.881,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,-11.5451,-73.3524,-10.595,-74.0392,-10.8449,-72.3075,-12.2398,-74.4024,-12.4913,-72.6597,LE70050682006254EDC00,LE70050682006254EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70050682006254EDC00
LE70050682006238EDC00,N/A,EDC,DAY,5,68,8/26/2006,2006:238:14:48:00.1796875,2006:238:14:48:27.4313125,9,9,37.14,4.57,7.26,81.64,55.08,51.6271896,56.435955,"11°33'11.16""S","73°20'35.88""W","10°36'20.52""S","74°01'49.44""W","10°51'19.44""S","72°17'53.16""W","12°15'00.36""S","74°23'38.40""W","12°30'05.40""S","72°39'02.52""W",N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,-2.563353,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE,"-10.61063   (10°36'38.27""S)"," -74.35458  (74°21'16.49""W)","-10.59875   (10°35'55.50""S)"," -72.19181  (72°11'30.52""W)","-12.52595   (12°31'33.42""S)"," -74.35018   (74°21'00.65""W)","-12.51187   (12°30'42.73""S)"," -72.17268   (72°10'21.65""W)",14121,15781,7061,7891,7061,7891,,,82,4.633,2.575,3.851,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,-11.5531,-73.3433,-10.6057,-74.0304,-10.8554,-72.2981,-12.2501,-74.394,-12.5015,-72.6507,LE70050682006238EDC00,LE70050682006238EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70050682006238EDC00
LE70050682006222EDC00,N/A,EDC,DAY,5,68,8/10/2006,2006:222:14:48:02.6828125,2006:222:14:48:29.9330624,9,9,45.53,50.64,23.97,58.29,49.22,47.9006042,50.7264137,"11°33'45.72""S","73°19'48.72""W","10°36'52.92""S","74°01'03.00""W","10°51'52.56""S","72°17'06.36""W","12°15'31.68""S","74°22'50.88""W","12°30'36.36""S","72°38'14.64""W",N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,5.786826,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE,"-10.61332   (10°36'47.95""S)"," -74.34361  (74°20'37.00""W)","-10.60137   (10°36'04.93""S)"," -72.18083  (72°10'50.99""W)","-12.52592   (12°31'33.31""S)"," -74.33914   (74°20'20.90""W)","-12.51176   (12°30'42.34""S)"," -72.16165   (72°09'41.94""W)",14101,15781,7051,7891,7051,7891,,,62,4.02,2.439,3.195,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,-11.5627,-73.3302,-10.6147,-74.0175,-10.8646,-72.2851,-12.2588,-74.3808,-12.5101,-72.6374,LE70050682006222EDC00,LE70050682006222EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70050682006222EDC00
LE70050682006206EDC01,N/A,EDC,DAY,5,68,7/25/2006,2006:206:14:48:03.4849374,2006:206:14:48:30.7333124,9,9,71.02,43.79,55.82,93.09,91.36,45.0675774,46.3695564,"11°34'22.44""S","73°18'50.76""W","10°37'34.32""S","74°00'04.32""W","10°52'33.60""S","72°16'09.84""W","12°16'13.08""S","74°21'53.28""W","12°31'17.76""S","72°37'19.20""W",N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,-8.753934,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE,"-10.61057   (10°36'38.05""S)"," -74.32716  (74°19'37.78""W)","-10.59856   (10°35'54.82""S)"," -72.16990  (72°10'11.64""W)","-12.53131   (12°31'52.72""S)"," -74.32256   (74°19'21.22""W)","-12.51706   (12°31'01.42""S)"," -72.15056   (72°09'02.02""W)",14161,15741,7081,7871,7081,7871,,,13,3.846,2.811,2.625,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,-11.5729,-73.3141,-10.6262,-74.0012,-10.876,-72.2694,-12.2703,-74.3648,-12.5216,-72.622,LE70050682006206EDC01,LE70050682006206EDC01,http://earthexplorer.usgs.gov/download/options/5441/LE70050682006206EDC01
LE70050682006190EDC00,N/A,EDC,DAY,5,68,7/9/2006,2006:190:14:48:12.1903749,2006:190:14:48:39.4363124,9,9,3.94,1.95,1.9,10.04,1.85,43.4512711,43.2582283,"11°34'57.00""S","73°20'04.92""W","10°37'58.80""S","74°01'16.32""W","10°52'58.08""S","72°17'24.36""W","12°16'38.64""S","74°23'03.12""W","12°31'43.68""S","72°38'31.20""W",N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,-7.643883,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE,"-10.60790   (10°36'28.44""S)"," -74.34636  (74°20'46.90""W)","-10.59602   (10°35'45.67""S)"," -72.18910  (72°11'20.76""W)","-12.52864   (12°31'43.10""S)"," -74.34189   (74°20'30.80""W)","-12.51455   (12°30'52.38""S)"," -72.16990   (72°10'11.64""W)",14161,15741,7081,7871,7081,7871,,,179,5.755,2.492,5.188,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,-11.5825,-73.3347,-10.633,-74.0212,-10.8828,-72.2901,-12.2774,-74.3842,-12.5288,-72.642,LE70050682006190EDC00,LE70050682006190EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70050682006190EDC00
LE70050682006126ASN00,N/A,ASN,DAY,5,68,5/6/2006,2006:126:14:48:25.4977499,2006:126:14:48:52.7350000,9,9,61.94,61.2,36.39,68.51,81.67,48.8027496,47.3252602,"11°36'23.76""S","73°20'35.88""W","10°39'25.20""S","74°01'49.80""W","10°54'28.08""S","72°17'52.80""W","12°18'01.80""S","74°23'38.40""W","12°33'10.80""S","72°39'01.80""W",N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,5.350619,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE,"-10.61063   (10°36'38.27""S)"," -74.35458  (74°21'16.49""W)","-10.59875   (10°35'55.50""S)"," -72.19181  (72°11'30.52""W)","-12.52595   (12°31'33.42""S)"," -74.35018   (74°21'00.65""W)","-12.51187   (12°30'42.73""S)"," -72.17268   (72°10'21.65""W)",14121,15781,7061,7891,7061,7891,,,29,17.054,16.071,5.705,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,-11.6066,-73.3433,-10.657,-74.0305,-10.9078,-72.298,-12.3005,-74.394,-12.553,-72.6505,LE70050682006126ASN00,LE70050682006126ASN00,http://earthexplorer.usgs.gov/download/options/5441/LE70050682006126ASN00
LE70050682006110EDC00,N/A,EDC,DAY,5,68,4/20/2006,2006:110:14:48:21.7652500,2006:110:14:48:49.0005000,9,9,66.92,62.35,67.14,76.17,62.01,51.5068855,53.9556465,"11°36'23.40""S","73°19'16.68""W","10°39'29.52""S","74°00'29.52""W","10°54'33.84""S","72°16'32.52""W","12°18'03.60""S","74°22'21.72""W","12°33'13.68""S","72°37'45.12""W",N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,-4.329095,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE,"-10.60786   (10°36'28.30""S)"," -74.32991  (74°19'47.68""W)","-10.59587   (10°35'45.13""S)"," -72.17266  (72°10'21.58""W)","-12.52860   (12°31'42.96""S)"," -74.32532   (74°19'31.15""W)","-12.51438   (12°30'51.77""S)"," -72.15335   (72°09'12.06""W)",14161,15741,7081,7871,7081,7871,,,18,17.405,15.322,8.256,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,-11.6065,-73.3213,-10.6582,-74.0082,-10.9094,-72.2757,-12.301,-74.3727,-12.5538,-72.6292,LE70050682006110EDC00,LE70050682006110EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70050682006110EDC00
LE70050682006030COA00,SAM,COA,DAY,5,68,1/30/2006,2006:030:14:48:21.3163750,2006:030:14:48:48.5401874,9,9,62.7,87.99,95.08,39.21,28.52,56.18281555,104.392868,"11°34'16.61""S","73°16'12.68""W","10°37'15.82""S","73°57'20.27""W","10°52'20.93""S","72°13'26.90""W","12°15'49.72""S","74°19'14.05""W","12°31'00.55""S","72°34'41.23""W",N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,-12.247692,HL,HL,HL,LL,HL,LL,HH,HL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE,"-10.60521   (10°36'18.76""S)"," -74.35734  (74°21'26.42""W)","-10.59341   (10°35'36.28""S)"," -72.20008  (72°12'00.29""W)","-12.52596   (12°31'33.46""S)"," -74.35294   (74°21'10.58""W)","-12.51196   (12°30'43.06""S)"," -72.18096   (72°10'51.46""W)",14161,15741,7081,7871,7081,7871,,,35,9.67,4.435,8.593,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,-11.57128,-73.27019,-10.62106,-73.95563,-10.87248,-72.22414,-12.26381,-74.32057,-12.51682,-72.57812,LE70050682006030COA00,LE70050682006030COA00,http://earthexplorer.usgs.gov/download/options/5441/LE70050682006030COA00
LE70050682005347COA00,SAM,COA,DAY,5,68,12/13/2005,2005:347:14:47:59.0513749,2005:347:14:48:26.2696250,9,9,78.57,99.5,85.12,91.75,37.91,59.36833572,116.282486,"11°34'14.34""S","73°15'05.51""W","10°37'26.87""S","73°56'16.44""W","10°52'33.06""S","72°12'22.57""W","12°15'58.36""S","74°18'08.96""W","12°31'10.45""S","72°33'35.50""W",N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,-10.942535,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE,"-10.61060   (10°36'38.16""S)"," -74.34087  (74°20'27.13""W)","-10.59868   (10°35'55.25""S)"," -72.18360  (72°11'00.96""W)","-12.52863   (12°31'43.07""S)"," -74.33637   (74°20'10.93""W)","-12.51449   (12°30'52.16""S)"," -72.16438   (72°09'51.77""W)",14141,15741,7071,7871,7071,7871,,,27,9.579,8.998,3.286,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,-11.57065,-73.25153,-10.62413,-73.9379,-10.87585,-72.20627,-12.26621,-74.30249,-12.51957,-72.55986,LE70050682005347COA00,LE70050682005347COA00,http://earthexplorer.usgs.gov/download/options/5441/LE70050682005347COA00
LE70050682005315ASN00,N/A,ASN,DAY,5,68,11/11/2005,2005:315:14:47:49.2714999,2005:315:14:48:16.4853749,9,9,77.46,95.89,90.32,75.9,47.72,62.842701,106.0636063,"11°32'22.56""S","73°21'29.16""W","10°35'30.84""S","74°02'36.96""W","10°50'37.68""S","72°18'46.80""W","12°14'01.32""S","74°24'31.68""W","12°29'13.92""S","72°40'01.92""W",N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,9.030429,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1G,GLS2000,GEOTIFF,DEFINITIVE,"-10.60795   (10°36'28.62""S)"," -74.37104  (74°22'15.74""W)","-10.59624   (10°35'46.46""S)"," -72.21375  (72°12'49.50""W)","-12.52870   (12°31'43.32""S)"," -74.36674   (74°22'00.26""W)","-12.51481   (12°30'53.32""S)"," -72.19472   (72°11'40.99""W)",14161,15741,7081,7871,7081,7871,,,1,9.269,7.781,5.037,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,-11.5396,-73.3581,-10.5919,-74.0436,-10.8438,-72.313,-12.2337,-74.4088,-12.4872,-72.6672,LE70050682005315ASN00,LE70050682005315ASN00,http://earthexplorer.usgs.gov/download/options/5441/LE70050682005315ASN00
LE70050682005299COA00,SAM,COA,DAY,5,68,10/26/2005,2005:299:14:47:38.6975625,2005:299:14:48:05.9102500,9,9,76.96,62.43,68.31,90.53,86.6,63.27613831,95.11397552,"11°34'14.09""S","73°16'44.80""W","10°37'20.60""S","73°57'51.66""W","10°52'26.98""S","72°14'00.13""W","12°15'51.48""S","74°19'46.78""W","12°31'03.65""S","72°35'15.72""W",N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,12.976182,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE,"-10.60794   (10°36'28.58""S)"," -74.36830  (74°22'05.88""W)","-10.59621   (10°35'46.36""S)"," -72.21101  (72°12'39.64""W)","-12.52869   (12°31'43.28""S)"," -74.36398   (74°21'50.33""W)","-12.51478   (12°30'53.21""S)"," -72.19196   (72°11'31.06""W)",14161,15741,7081,7871,7081,7871,,,10,8.057,3.577,7.219,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,-11.57058,-73.27911,-10.62239,-73.96435,-10.87416,-72.23337,-12.2643,-74.32966,-12.51768,-72.5877,LE70050682005299COA00,LE70050682005299COA00,http://earthexplorer.usgs.gov/download/options/5441/LE70050682005299COA00
LE70050682005267EDC00,N/A,EDC,DAY,5,68,9/24/2005,2005:267:14:47:26.2591249,2005:267:14:47:53.4673125,9,9,30.65,11.99,1.07,81.56,27.98,58.8538933,71.6160431,"11°32'42.72""S","73°19'44.04""W","10°35'54.96""S","74°00'56.52""W","10°50'54.96""S","72°17'03.84""W","12°14'24.36""S","74°22'43.32""W","12°29'29.76""S","72°38'11.40""W",N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,-15.758784,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE,"-10.61062   (10°36'38.23""S)"," -74.34910  (74°20'56.76""W)","-10.59875   (10°35'55.50""S)"," -72.19181  (72°11'30.52""W)","-12.52865   (12°31'43.14""S)"," -74.34465   (74°20'40.74""W)","-12.51458   (12°30'52.49""S)"," -72.17265   (72°10'21.54""W)",14141,15741,7071,7871,7071,7871,,,84,5.173,2.856,4.313,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,-11.5452,-73.3289,-10.5986,-74.0157,-10.8486,-72.2844,-12.2401,-74.3787,-12.4916,-72.6365,LE70050682005267EDC00,LE70050682005267EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70050682005267EDC00
LE70050682005251EDC00,N/A,EDC,DAY,5,68,9/8/2005,2005:251:14:47:28.9880625,2005:251:14:47:56.1946250,9,9,44.92,88.86,38.71,44.04,8.09,54.9567184,62.483551,"11°33'03.24""S","73°18'31.68""W","10°36'08.64""S","73°59'43.80""W","10°51'08.64""S","72°15'49.68""W","12°14'38.40""S","74°21'29.88""W","12°29'43.80""S","72°36'56.16""W",N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,0.002102,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE,"-10.60786   (10°36'28.30""S)"," -74.32991  (74°19'47.68""W)","-10.59587   (10°35'45.13""S)"," -72.17266  (72°10'21.58""W)","-12.52589   (12°31'33.20""S)"," -74.32533   (74°19'31.19""W)","-12.51167   (12°30'42.01""S)"," -72.15338   (72°09'12.17""W)",14141,15741,7071,7871,7071,7871,,,70,3.99,2.695,2.942,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,-11.5509,-73.3088,-10.6024,-73.9955,-10.8524,-72.2638,-12.244,-74.3583,-12.4955,-72.6156,LE70050682005251EDC00,LE70050682005251EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70050682005251EDC00
LE70050682005235EDC00,N/A,EDC,DAY,5,68,8/23/2005,2005:235:14:47:38.3286874,2005:235:14:48:05.5338125,9,9,62.5,82.17,68.25,50.94,48.65,50.8755722,55.4085197,"11°33'29.88""S","73°19'18.84""W","10°36'39.24""S","74°00'34.56""W","10°51'39.24""S","72°16'38.64""W","12°15'09.36""S","74°22'20.28""W","12°30'14.76""S","72°37'45.12""W",N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,4.17281,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE,"-10.61332   (10°36'47.95""S)"," -74.34635  (74°20'46.86""W)","-10.60141   (10°36'05.08""S)"," -72.18631  (72°11'10.72""W)","-12.52322   (12°31'23.59""S)"," -74.34190   (74°20'30.84""W)","-12.50910   (12°30'32.76""S)"," -72.16720   (72°10'01.92""W)",14081,15761,7041,7881,7041,7881,,,39,5.456,2.882,4.633,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,-11.5583,-73.3219,-10.6109,-74.0096,-10.8609,-72.2774,-12.2526,-74.3723,-12.5041,-72.6292,LE70050682005235EDC00,LE70050682005235EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70050682005235EDC00
